construct,genotype,mouse_id,session_nr,block_nr,trial_nr,trialtype,UR norm,validity,CR onset,CR peakamp,CR peaktime,CR hp amp,CR hp time,ISI peakamp,ISI peaktime,ISI hp amp,ISI hp time,Amp at time X,No peaks CR,No peaks ISI,FFT
c57bl6cage,ce,2710,2,1,11,csonly_280ms,1.224,valid,,,,,,-0.024,625,-0.025,510,-0.042,0,10,
c57bl6cage,ce,2710,2,2,11,csonly_280ms,1.224,valid,,,,,,-0.034,560,-0.034,560,-0.043,0,13,
c57bl6cage,ce,2710,2,3,11,csonly_280ms,1.224,valid,,,,,,-0.012,1360,-0.012,1360,-0.037,0,23,
c57bl6cage,ce,2710,2,4,11,csonly_280ms,1.224,valid,,,,,,-0.013,515,-0.015,510,-0.08,0,24,
c57bl6cage,ce,2710,2,5,11,csonly_280ms,1.224,valid,,,,,,-0.02,560,-0.02,560,-0.069,0,25,
c57bl6cage,ce,2710,2,6,11,csonly_280ms,1.224,invalid,500,,,0.585,510,-0.247,685,0.585,510,-0.281,0,21,
c57bl6cage,ce,2710,2,7,11,csonly_280ms,1.224,valid,,,,,,-0.013,585,-0.014,540,-0.022,0,24,
c57bl6cage,ce,2710,2,8,11,csonly_280ms,1.224,valid,,,,,,-0.075,528.3,-0.067,510,-0.116,0,26,
c57bl6cage,ce,2710,2,9,11,csonly_280ms,1.224,valid,,,,,,-0.015,570,-0.015,570,-0.056,0,23,
c57bl6cage,ce,2710,2,10,11,csonly_280ms,1.224,valid,,,,,,-0.026,540,-0.026,540,-0.034,0,24,
c57bl6cage,ce,2710,2,11,11,csonly_280ms,1.224,valid,,,,,,-0.013,530,-0.013,510,-0.013,0,29,
c57bl6cage,ce,2710,2,12,11,csonly_280ms,1.224,valid,,,,,,-0.041,595,0.047,510,-0.272,0,19,
c57bl6cage,ce,2710,2,13,11,csonly_280ms,1.224,valid,,,,,,-0.011,845,-0.012,720,-0.021,0,12,
c57bl6cage,ce,2710,2,14,11,csonly_280ms,1.224,valid,,,,,,-0.013,1075,-0.014,740,-0.022,0,19,
c57bl6cage,ce,2710,2,15,11,csonly_280ms,1.224,valid,,,,,,0.083,1428.6,0.082,1430,-0.098,0,31,
c57bl6cage,ce,2710,2,16,11,csonly_280ms,1.224,valid,530,0.111,1355,0.107,1350,0.111,1355,0.107,1350,0.018,1,29,
c57bl6cage,ce,2710,2,17,11,csonly_280ms,1.224,valid,,,,,,-0.012,530,-0.012,530,-0.037,0,27,
c57bl6cage,ce,2710,2,18,11,csonly_280ms,1.224,valid,,,,,,0.02,1355,0.019,1350,-0.022,0,12,
c57bl6cage,ce,2710,2,19,11,csonly_280ms,1.224,valid,,,,,,-0.005,550,-0.005,550,-0.014,0,27,
c57bl6cage,ce,2710,2,20,11,csonly_280ms,1.224,invalid,500,,,1.27,510,-0.213,1035,1.27,510,-0.511,0,17,
c57bl6cage,ce,2710,3,1,11,csonly_280ms,0.745,valid,,,,,,0.078,767.5,0.076,770,-0.018,0,28,
c57bl6cage,ce,2710,3,2,11,csonly_280ms,0.745,valid,,,,,,-0.029,905,-0.03,900,-0.044,0,3,
c57bl6cage,ce,2710,3,3,11,csonly_280ms,0.745,valid,610,0.191,1420,0.191,1420,0.191,1420,0.191,1420,-0.118,7,16,135.3
c57bl6cage,ce,2710,3,4,11,csonly_280ms,0.745,valid,,,,,,-0.038,1000,-0.038,1000,-0.051,0,1,
c57bl6cage,ce,2710,3,5,11,csonly_280ms,0.745,valid,990,0.119,1445,0.116,1440,0.119,1445,0.116,1440,-0.018,2,22,500
c57bl6cage,ce,2710,3,6,11,csonly_280ms,0.745,valid,,,,,,-0.01,1235,-0.012,1230,-0.106,0,29,
c57bl6cage,ce,2710,3,7,11,csonly_280ms,0.745,valid,,,,,,-0.04,615,-0.042,510,-0.055,0,7,
c57bl6cage,ce,2710,3,8,11,csonly_280ms,0.745,valid,,,,,,-0.027,530,-0.027,530,-0.027,0,24,
c57bl6cage,ce,2710,3,9,11,csonly_280ms,0.745,valid,,,,,,-0.032,870,-0.032,870,-0.045,0,25,
c57bl6cage,ce,2710,3,10,11,csonly_280ms,0.745,invalid,610,0.217,535,0.216,510,0.217,535,0.216,510,0.028,3,10,333.3
c57bl6cage,ce,2710,3,11,11,csonly_280ms,0.745,valid,,,,,,-0.032,775,-0.034,770,-0.047,0,18,
c57bl6cage,ce,2710,3,12,11,csonly_280ms,0.745,valid,,,,,,-0.042,905,-0.044,510,-0.044,0,18,
c57bl6cage,ce,2710,3,13,11,csonly_280ms,0.745,valid,,,,,,-0.09,775,-0.092,740,-0.105,0,14,
c57bl6cage,ce,2710,3,14,11,csonly_280ms,0.745,invalid,,,,,,0.036,1445,0.035,1440,-0.113,0,19,
c57bl6cage,ce,2710,3,15,11,csonly_280ms,0.745,invalid,,,,,,-0.222,520,-0.222,520,-0.476,0,24,
c57bl6cage,ce,2710,3,16,11,csonly_280ms,0.745,valid,,,,,,-0.043,665,-0.045,510,-0.045,0,7,
c57bl6cage,ce,2710,3,17,11,csonly_280ms,0.745,valid,,,,,,-0.026,1425,-0.028,520,-0.041,0,29,
c57bl6cage,ce,2710,3,18,11,csonly_280ms,0.745,valid,,,,,,-0.042,545,-0.043,520,-0.057,0,34,
c57bl6cage,ce,2710,3,19,11,csonly_280ms,0.745,valid,,,,,,0.008,805,0.003,800,-0.078,0,26,
c57bl6cage,ce,2710,3,20,11,csonly_280ms,0.745,valid,,,,,,0.086,1371.7,0.085,1370,0.005,0,28,
c57bl6cage,ce,2710,4,1,11,csonly_280ms,1.817,valid,,,,,,-0.006,1405,-0.007,1400,-0.018,0,19,
c57bl6cage,ce,2710,4,2,11,csonly_280ms,1.817,invalid,,,,,,-0.005,525,-0.006,520,-0.143,0,20,
c57bl6cage,ce,2710,4,3,11,csonly_280ms,1.817,valid,,,,,,0.01,1445,0.009,1440,-0.007,0,15,
c57bl6cage,ce,2710,4,4,11,csonly_280ms,1.817,valid,,,,,,0.015,1400,0.015,1400,-0.006,0,23,
c57bl6cage,ce,2710,4,5,11,csonly_280ms,1.817,valid,,,,,,-0.007,855,-0.007,830,-0.013,0,29,
c57bl6cage,ce,2710,4,6,11,csonly_280ms,1.817,valid,,,,,,-0.011,825,-0.012,560,-0.017,0,21,
c57bl6cage,ce,2710,4,7,11,csonly_280ms,1.817,invalid,640,0.403,1075,0.401,1070,0.403,1075,0.401,1070,0.33,28,28,312.8
c57bl6cage,ce,2710,4,8,11,csonly_280ms,1.817,valid,,,,,,0.007,1095,0.006,1030,-0.01,0,25,
c57bl6cage,ce,2710,4,9,11,csonly_280ms,1.817,valid,,,,,,-0.003,525,-0.004,520,-0.004,0,20,
c57bl6cage,ce,2710,4,10,11,csonly_280ms,1.817,valid,,,,,,0.034,1112.5,0.034,1110,-0.027,0,33,
c57bl6cage,ce,2710,4,11,11,csonly_280ms,1.817,valid,,,,,,0.003,1060,0.003,1060,-0.003,0,24,
c57bl6cage,ce,2710,4,12,11,csonly_280ms,1.817,valid,,,,,,-0.004,680,-0.004,510,-0.01,0,32,
c57bl6cage,ce,2710,4,13,11,csonly_280ms,1.817,valid,,,,,,0.078,533.9,0.074,530,-0.036,0,26,
c57bl6cage,ce,2710,4,14,11,csonly_280ms,1.817,invalid,560,1.244,1454.1,1.239,1450,1.244,1454.1,1.239,1450,-1.089,1,14,
c57bl6cage,ce,2710,4,15,11,csonly_280ms,1.817,invalid,600,0.263,728.3,0.262,730,0.263,728.3,0.262,730,0.251,5,16,168.1
c57bl6cage,ce,2710,4,16,11,csonly_280ms,1.817,valid,,,,,,0.011,930,0.011,930,-0.006,0,29,
c57bl6cage,ce,2710,4,17,11,csonly_280ms,1.817,valid,,,,,,-0.001,570,-0.001,570,-0.061,0,24,
c57bl6cage,ce,2710,4,18,11,csonly_280ms,1.817,valid,,,,,,0,710,0,710,-0.006,0,21,
c57bl6cage,ce,2710,4,19,11,csonly_280ms,1.817,invalid,500,0.253,921.7,0.253,920,0.253,921.7,0.253,920,0.176,10,18,219.3
c57bl6cage,ce,2710,4,20,11,csonly_280ms,1.817,invalid,510,0.337,832,0.336,830,0.337,832,0.336,830,0.254,15,16,190.8
c57bl6cage,ce,2710,5,1,11,csonly_280ms,2.647,valid,,,,,,0.025,995,0.024,990,0.017,0,26,
c57bl6cage,ce,2710,5,2,11,csonly_280ms,2.647,valid,,,,,,-0.003,515,-0.004,510,-0.007,0,31,
c57bl6cage,ce,2710,5,3,11,csonly_280ms,2.647,valid,,,,,,0.014,1390,0.014,1390,-0.009,0,29,
c57bl6cage,ce,2710,5,4,11,csonly_280ms,2.647,valid,,,,,,0.016,515,0.016,510,0.001,0,27,
c57bl6cage,ce,2710,5,5,11,csonly_280ms,2.647,valid,,,,,,-0.043,518.3,-0.043,520,-0.058,0,28,
c57bl6cage,ce,2710,5,6,11,csonly_280ms,2.647,valid,,,,,,0.056,1471.6,0.056,1470,0.022,0,28,
c57bl6cage,ce,2710,5,7,11,csonly_280ms,2.647,invalid,630,0.425,946.6,0.423,950,0.425,946.6,0.423,950,-0.185,2,15,171.4
c57bl6cage,ce,2710,5,8,11,csonly_280ms,2.647,valid,,,,,,0.027,1039,0.027,1040,0.008,0,24,
c57bl6cage,ce,2710,5,9,11,csonly_280ms,2.647,valid,,,,,,0.003,608.3,0.003,610,-0.004,0,35,
c57bl6cage,ce,2710,5,10,11,csonly_280ms,2.647,valid,,,,,,0,575,0,510,-0.019,0,22,
c57bl6cage,ce,2710,5,11,11,csonly_280ms,2.647,valid,,,,,,0.004,1415,0.003,1410,-0.012,0,19,
c57bl6cage,ce,2710,5,12,11,csonly_280ms,2.647,invalid,660,0.28,816.9,0.276,820,0.28,816.9,0.276,820,0.072,9,16,142.8
c57bl6cage,ce,2710,5,13,11,csonly_280ms,2.647,invalid,500,0.581,872.5,0.579,870,0.581,872.5,0.579,870,0.526,5,15,140.5
c57bl6cage,ce,2710,5,14,11,csonly_280ms,2.647,valid,630,0.647,950.7,0.647,950,0.647,950.7,0.647,950,0.435,11,19,197.4
c57bl6cage,ce,2710,5,15,11,csonly_280ms,2.647,invalid,590,0.264,922.5,0.263,920,0.264,922.5,0.263,920,0.146,8,18,78.7
c57bl6cage,ce,2710,5,16,11,csonly_280ms,2.647,invalid,500,0.348,806.3,0.346,810,0.348,806.3,0.346,810,0.342,5,12,160.8
c57bl6cage,ce,2710,5,17,11,csonly_280ms,2.647,valid,,,,,,-0.008,1095,-0.009,1090,-0.012,0,19,
c57bl6cage,ce,2710,5,18,11,csonly_280ms,2.647,valid,,,,,,-0.004,530,-0.004,510,-0.011,0,30,
c57bl6cage,ce,2710,5,19,11,csonly_280ms,2.647,invalid,510,0.422,1029.2,0.422,1030,0.422,1029.2,0.422,1030,0.361,11,16,166
c57bl6cage,ce,2710,5,20,11,csonly_280ms,2.647,valid,,,,,,-0.004,530,-0.004,510,-0.016,0,34,
c57bl6cage,ce,2710,6,1,11,csonly_280ms,1.464,valid,530,0.228,797,0.226,800,0.228,797,0.226,800,0.199,4,16,384.7
c57bl6cage,ce,2710,6,2,11,csonly_280ms,1.464,valid,,,,,,-0.016,705,-0.017,580,-0.024,0,8,
c57bl6cage,ce,2710,6,3,11,csonly_280ms,1.464,valid,,,,,,-0.019,555,-0.019,510,-0.019,0,5,
c57bl6cage,ce,2710,6,4,11,csonly_280ms,1.464,valid,,,,,,-0.011,1145,-0.012,1120,-0.026,0,32,
c57bl6cage,ce,2710,6,5,11,csonly_280ms,1.464,valid,700,0.69,759.8,0.69,760,0.69,759.8,0.69,760,0.581,4,24,259.4
c57bl6cage,ce,2710,6,6,11,csonly_280ms,1.464,valid,710,0.302,817,0.301,820,0.302,817,0.301,820,0.192,2,24,136.2
c57bl6cage,ce,2710,6,7,11,csonly_280ms,1.464,valid,640,0.561,776.2,0.553,780,0.561,776.2,0.553,780,0.54,3,25,236.6
c57bl6cage,ce,2710,6,8,11,csonly_280ms,1.464,valid,630,0.524,758.3,0.523,760,0.524,758.3,0.523,760,0.509,5,24,172.8
c57bl6cage,ce,2710,6,9,11,csonly_280ms,1.464,invalid,530,0.47,601.5,0.468,600,0.47,601.5,0.468,600,-0.228,1,25,
c57bl6cage,ce,2710,6,10,11,csonly_280ms,1.464,valid,580,0.231,847.5,0.23,850,0.231,847.5,0.23,850,0.073,4,24,310.1
c57bl6cage,ce,2710,6,11,11,csonly_280ms,1.464,valid,660,0.24,800.7,0.24,800,0.24,800.7,0.24,800,0.103,3,22,358.9
c57bl6cage,ce,2710,6,12,11,csonly_280ms,1.464,valid,,,,,,-0.019,535,-0.02,510,-0.02,0,19,
c57bl6cage,ce,2710,6,13,11,csonly_280ms,1.464,valid,,,,,,0.023,695,0.022,690,0.022,0,22,
c57bl6cage,ce,2710,6,14,11,csonly_280ms,1.464,valid,670,0.315,740,0.315,740,0.315,740,0.315,740,0.301,1,19,
c57bl6cage,ce,2710,6,15,11,csonly_280ms,1.464,valid,,,,,,0.081,935,0.079,930,0.011,0,27,
c57bl6cage,ce,2710,6,16,11,csonly_280ms,1.464,invalid,520,3.11,583.5,3.105,580,3.11,583.5,3.105,580,0.379,3,14,116.6
c57bl6cage,ce,2710,6,17,11,csonly_280ms,1.464,valid,700,0.463,731.7,0.461,730,0.463,731.7,0.461,730,0.427,6,22,114.5
c57bl6cage,ce,2710,6,18,11,csonly_280ms,1.464,valid,570,0.217,841,0.216,840,0.217,841,0.216,840,0.053,1,16,
c57bl6cage,ce,2710,6,19,11,csonly_280ms,1.464,valid,560,0.186,769,0.186,770,0.186,769,0.186,770,0.166,3,22,281.3
c57bl6cage,ce,2710,6,20,11,csonly_280ms,1.464,valid,690,0.432,753.4,0.419,750,0.432,753.4,0.419,750,0.419,2,19,462.7
c57bl6cage,ce,2710,7,1,11,csonly_280ms,2.925,valid,,,,,,-0.007,595,-0.008,510,-0.015,0,22,
c57bl6cage,ce,2710,7,2,11,csonly_280ms,2.925,invalid,500,0.102,818.3,0.102,820,0.102,818.3,0.102,820,0.047,1,13,
c57bl6cage,ce,2710,7,3,11,csonly_280ms,2.925,valid,,,,,,0.095,751.6,0.095,750,0.095,0,24,
c57bl6cage,ce,2710,7,4,11,csonly_280ms,2.925,invalid,700,1.073,1166.8,1.062,1170,1.073,1166.8,1.062,1170,0.467,7,12,118.1
c57bl6cage,ce,2710,7,5,11,csonly_280ms,2.925,valid,,,,,,0.015,740,0.015,740,0.011,0,18,
c57bl6cage,ce,2710,7,6,11,csonly_280ms,2.925,valid,640,0.707,709.4,0.707,710,0.707,709.4,0.707,710,0.458,4,15,125.6
c57bl6cage,ce,2710,7,7,11,csonly_280ms,2.925,valid,640,0.652,841.5,0.65,840,0.652,841.5,0.65,840,0.325,4,16,103.2
c57bl6cage,ce,2710,7,8,11,csonly_280ms,2.925,valid,,,,,,0.07,706.4,0.069,710,0.038,0,22,
c57bl6cage,ce,2710,7,9,11,csonly_280ms,2.925,valid,640,1.208,726.6,1.183,730,1.208,726.6,1.183,730,0.811,4,15,120.6
c57bl6cage,ce,2710,7,10,11,csonly_280ms,2.925,valid,670,0.154,798.1,0.154,800,0.154,798.1,0.154,800,0.113,2,17,302.4
c57bl6cage,ce,2710,7,11,11,csonly_280ms,2.925,valid,690,0.991,837.9,0.99,770,0.991,837.9,0.99,770,0.682,6,17,170.8
c57bl6cage,ce,2710,7,12,11,csonly_280ms,2.925,valid,640,1.019,729.4,1.018,730,1.019,729.4,1.018,730,0.635,6,20,199.6
c57bl6cage,ce,2710,7,13,11,csonly_280ms,2.925,valid,660,0.493,739,0.493,740,0.493,739,0.493,740,0.441,6,11,144.7
c57bl6cage,ce,2710,7,14,11,csonly_280ms,2.925,valid,660,0.724,769,0.723,770,0.724,769,0.723,770,0.617,3,11,113.6
c57bl6cage,ce,2710,7,15,11,csonly_280ms,2.925,valid,630,0.579,736.4,0.576,740,0.579,736.4,0.576,740,0.534,4,19,138.1
c57bl6cage,ce,2710,7,16,11,csonly_280ms,2.925,valid,680,1.251,982.2,1.245,980,1.251,982.2,1.245,980,0.777,7,16,134.3
c57bl6cage,ce,2710,7,17,11,csonly_280ms,2.925,valid,640,0.995,742.4,0.983,740,0.995,742.4,0.983,740,0.881,7,16,107.9
c57bl6cage,ce,2710,7,18,11,csonly_280ms,2.925,valid,660,0.734,738.7,0.734,740,0.734,738.7,0.734,740,0.675,4,16,175.4
c57bl6cage,ce,2710,7,19,11,csonly_280ms,2.925,valid,640,0.451,686.3,0.448,690,0.451,686.3,0.448,690,0.274,4,22,164.9
c57bl6cage,ce,2710,7,20,11,csonly_280ms,2.925,valid,660,1.139,741.2,1.137,740,1.139,741.2,1.137,740,1.031,5,15,108.1
c57bl6cage,ce,2710,8,1,11,csonly_280ms,1.845,valid,,,,,,0.01,901.7,0.009,900,-0.002,0,30,
c57bl6cage,ce,2710,8,2,11,csonly_280ms,1.845,valid,,,,,,0.05,940,0.05,940,-0.005,0,31,
c57bl6cage,ce,2710,8,3,11,csonly_280ms,1.845,valid,,,,,,-0.003,665,-0.003,660,-0.009,0,19,
c57bl6cage,ce,2710,8,4,11,csonly_280ms,1.845,valid,,,,,,0.026,815,0.025,810,0.004,0,21,
c57bl6cage,ce,2710,8,5,11,csonly_280ms,1.845,valid,,,,,,-0.002,755,-0.003,750,-0.003,0,8,
c57bl6cage,ce,2710,8,6,11,csonly_280ms,1.845,valid,,,,,,-0.007,515,-0.008,510,-0.008,0,16,
c57bl6cage,ce,2710,8,7,11,csonly_280ms,1.845,valid,,,,,,0.047,795,0.046,770,0.03,0,16,
c57bl6cage,ce,2710,8,8,11,csonly_280ms,1.845,valid,,,,,,0.045,1390,0.045,1390,0.008,0,20,
c57bl6cage,ce,2710,8,9,11,csonly_280ms,1.845,valid,670,0.493,703.3,0.476,700,0.493,703.3,0.476,700,0.124,6,28,303
c57bl6cage,ce,2710,8,10,11,csonly_280ms,1.845,valid,650,1.524,742.3,1.519,740,1.524,742.3,1.519,740,1.476,7,11,119.1
c57bl6cage,ce,2710,8,11,11,csonly_280ms,1.845,valid,660,0.181,732.5,0.18,730,0.181,732.5,0.18,730,0.18,2,24,521.9
c57bl6cage,ce,2710,8,12,11,csonly_280ms,1.845,valid,630,0.799,713.1,0.794,710,0.799,713.1,0.794,710,0.67,6,19,126.6
c57bl6cage,ce,2710,8,13,11,csonly_280ms,1.845,valid,680,0.3,724.4,0.291,720,0.3,724.4,0.291,720,0.248,3,14,119.6
c57bl6cage,ce,2710,8,14,11,csonly_280ms,1.845,valid,650,1.083,723.9,1.069,720,1.083,723.9,1.069,720,1.052,3,12,89.6
c57bl6cage,ce,2710,8,15,11,csonly_280ms,1.845,valid,600,0.388,801.7,0.388,800,0.388,801.7,0.388,800,0.301,5,18,201
c57bl6cage,ce,2710,8,16,11,csonly_280ms,1.845,valid,650,1.357,768.4,1.354,770,1.357,768.4,1.354,770,1.169,5,13,99.2
c57bl6cage,ce,2710,8,17,11,csonly_280ms,1.845,valid,650,1.221,739.1,1.221,740,1.221,739.1,1.221,740,1.167,8,13,96.3
c57bl6cage,ce,2710,8,18,11,csonly_280ms,1.845,valid,650,1.556,799,1.554,800,1.556,799,1.554,800,0.8,7,16,155.7
c57bl6cage,ce,2710,8,19,11,csonly_280ms,1.845,valid,690,0.206,920,0.206,920,0.206,920,0.206,920,0.032,17,23,293.5
c57bl6cage,ce,2710,8,20,11,csonly_280ms,1.845,invalid,640,1.653,782.5,1.639,780,1.653,782.5,1.639,780,1.075,5,13,80
c57bl6cage,ce,2710,9,1,11,csonly_280ms,1.232,invalid,620,1.226,733.2,1.221,730,1.226,733.2,1.221,730,1.108,8,17,199.9
c57bl6cage,ce,2710,9,2,11,csonly_280ms,1.232,valid,500,0.284,805,0.28,800,0.284,805,0.28,800,0.061,1,14,
c57bl6cage,ce,2710,9,3,11,csonly_280ms,1.232,valid,650,0.317,720,0.317,720,0.317,720,0.317,720,0.292,12,18,226.3
c57bl6cage,ce,2710,9,4,11,csonly_280ms,1.232,valid,640,0.468,703.9,0.457,700,0.468,703.9,0.457,700,0.392,9,22,188.8
c57bl6cage,ce,2710,9,5,11,csonly_280ms,1.232,valid,670,0.347,765,0.335,760,0.347,765,0.335,760,0.238,19,24,295.8
c57bl6cage,ce,2710,9,6,11,csonly_280ms,1.232,valid,660,1.474,769.8,1.474,770,1.474,769.8,1.474,770,1.117,2,13,223.3
c57bl6cage,ce,2710,9,7,11,csonly_280ms,1.232,valid,650,0.547,725.8,0.538,730,0.547,725.8,0.538,730,0.359,4,15,218.3
c57bl6cage,ce,2710,9,8,11,csonly_280ms,1.232,valid,650,0.905,756.5,0.903,730,0.905,756.5,0.903,730,0.871,5,15,167.1
c57bl6cage,ce,2710,9,9,11,csonly_280ms,1.232,valid,570,0.653,751,0.651,750,0.653,751,0.651,750,0.651,2,19,373.4
c57bl6cage,ce,2710,9,10,11,csonly_280ms,1.232,invalid,510,0.436,737.5,0.431,740,0.436,737.5,0.431,740,0.31,4,18,334.1
c57bl6cage,ce,2710,9,11,11,csonly_280ms,1.232,valid,640,0.29,757,0.288,760,0.29,757,0.288,760,0.28,6,21,210.8
c57bl6cage,ce,2710,9,12,11,csonly_280ms,1.232,valid,690,0.156,731.7,0.155,730,0.156,731.7,0.155,730,0.123,3,11,214.3
c57bl6cage,ce,2710,9,13,11,csonly_280ms,1.232,valid,560,0.297,745,0.29,740,0.297,745,0.29,740,0.29,5,21,288.5
c57bl6cage,ce,2710,9,14,11,csonly_280ms,1.232,invalid,640,1.506,733,1.586,1490,1.506,733,1.586,1490,1.229,4,11,123.3
c57bl6cage,ce,2710,9,15,11,csonly_280ms,1.232,valid,630,1.569,733.8,1.553,730,1.569,733.8,1.553,730,1.48,6,17,93.8
c57bl6cage,ce,2710,9,16,11,csonly_280ms,1.232,valid,940,0.369,1028.3,0.367,1030,0.369,1028.3,0.367,1030,0.002,2,15,279.1
c57bl6cage,ce,2710,9,17,11,csonly_280ms,1.232,valid,720,0.179,808.3,0.179,810,0.179,808.3,0.179,810,0.114,3,16,210.5
c57bl6cage,ce,2710,9,18,11,csonly_280ms,1.232,valid,660,0.568,768.3,0.567,770,0.568,768.3,0.567,770,0.437,7,19,236.3
c57bl6cage,ce,2710,9,19,11,csonly_280ms,1.232,valid,620,1.563,741.7,1.556,740,1.563,741.7,1.556,740,1.402,7,16,102.4
c57bl6cage,ce,2710,9,20,11,csonly_280ms,1.232,valid,530,0.533,738,0.532,740,0.533,738,0.532,740,0.475,4,21,151.4
c57bl6cage,ce,2710,10,1,8,csonly_280ms,1.712,valid,640,1.275,753.3,1.27,750,1.275,753.3,1.27,750,1.27,4,14,132.1
c57bl6cage,ce,2710,10,4,8,csonly_280ms,1.712,valid,640,0.323,691.7,0.322,690,0.323,691.7,0.322,690,0.217,5,31,210.2
c57bl6cage,ce,2710,10,7,8,csonly_280ms,1.712,valid,710,0.204,781.7,0.203,780,0.204,781.7,0.203,780,0.075,2,21,152.5
c57bl6cage,ce,2710,10,10,8,csonly_280ms,1.712,valid,620,1.274,808,1.272,810,1.274,808,1.272,810,1.143,7,17,168.5
c57bl6cage,ce,2710,10,13,8,csonly_280ms,1.712,valid,620,1.229,786.4,1.226,790,1.229,786.4,1.226,790,1.156,8,16,152.3
c57bl6cage,ce,2710,10,16,8,csonly_280ms,1.712,invalid,630,1.002,696.1,0.994,700,1.002,696.1,0.994,700,0.731,4,17,148.3
c57bl6cage,ce,2710,10,19,8,csonly_280ms,1.712,valid,660,0.333,770,0.333,770,0.333,770,0.333,770,0.327,6,18,266.8
c57bl6cage,ce,2710,10,22,8,csonly_280ms,1.712,valid,650,0.856,752.5,0.853,750,0.856,752.5,0.853,750,0.853,9,21,164.1
c57bl6cage,ce,2710,10,25,8,csonly_280ms,1.712,valid,670,0.924,730.7,0.923,730,0.924,730.7,0.923,730,0.543,9,17,148.3
c57bl6cage,ce,2710,10,28,8,csonly_280ms,1.712,invalid,640,1.261,801.8,1.259,800,1.261,801.8,1.259,800,1.125,7,18,150.7
c57bl6cage,ce,2711,1,1,11,csonly_280ms,1.203,valid,,,,,,-0.001,1481.7,-0.001,600,-0.009,0,15,
c57bl6cage,ce,2711,1,2,11,csonly_280ms,1.203,valid,,,,,,-0.013,1095,-0.015,510,-0.015,0,5,
c57bl6cage,ce,2711,1,3,11,csonly_280ms,1.203,valid,990,0.196,1109.4,0.196,1110,0.196,1109.4,0.196,1110,-0.029,6,18,174.9
c57bl6cage,ce,2711,1,4,11,csonly_280ms,1.203,valid,990,0.139,1261,0.139,1260,0.139,1261,0.139,1260,-0.003,3,18,454.5
c57bl6cage,ce,2711,1,5,11,csonly_280ms,1.203,valid,,,,,,0.058,1468.3,0.057,1470,-0.018,0,23,
c57bl6cage,ce,2711,1,6,11,csonly_280ms,1.203,valid,,,,,,0.046,948.3,0.045,950,-0.005,0,19,
c57bl6cage,ce,2711,1,7,11,csonly_280ms,1.203,valid,,,,,,-0.004,575,-0.005,570,-0.014,0,20,
c57bl6cage,ce,2711,1,8,11,csonly_280ms,1.203,invalid,,,,,,-0.009,570,-0.009,570,-0.017,0,10,
c57bl6cage,ce,2711,1,9,11,csonly_280ms,1.203,valid,,,,,,-0.016,725,-0.018,720,-0.026,0,4,
c57bl6cage,ce,2711,1,10,11,csonly_280ms,1.203,valid,,,,,,0.003,675,0.002,510,-0.007,0,10,
c57bl6cage,ce,2711,1,11,11,csonly_280ms,1.203,valid,,,,,,-0.019,625,-0.02,510,-0.02,0,8,
c57bl6cage,ce,2711,1,12,11,csonly_280ms,1.203,invalid,,,,,,0.013,595,0.008,590,-0.142,0,18,
c57bl6cage,ce,2711,1,13,11,csonly_280ms,1.203,invalid,,,,,,-0.011,715,-0.013,510,-0.104,0,19,
c57bl6cage,ce,2711,1,14,11,csonly_280ms,1.203,valid,,,,,,-0.009,525,-0.01,520,-0.035,0,18,
c57bl6cage,ce,2711,1,15,11,csonly_280ms,1.203,valid,,,,,,-0.013,535,-0.014,510,-0.03,0,18,
c57bl6cage,ce,2711,1,16,11,csonly_280ms,1.203,valid,,,,,,0.03,1215,0.029,1210,0.013,0,19,
c57bl6cage,ce,2711,1,17,11,csonly_280ms,1.203,valid,,,,,,-0.01,555,-0.011,510,-0.036,0,15,
c57bl6cage,ce,2711,1,18,11,csonly_280ms,1.203,valid,,,,,,0.077,818.3,0.077,820,-0.023,0,21,
c57bl6cage,ce,2711,1,19,11,csonly_280ms,1.203,valid,,,,,,-0.008,995,-0.009,770,-0.017,0,6,
c57bl6cage,ce,2711,1,20,11,csonly_280ms,1.203,valid,,,,,,0.005,1135,0.013,1490,-0.012,0,5,
c57bl6cage,ce,2711,2,1,11,csonly_280ms,0.797,valid,,,,,,0.006,775,0.004,770,-0.009,0,20,
c57bl6cage,ce,2711,2,2,11,csonly_280ms,0.797,valid,,,,,,-0.01,625,-0.011,510,-0.024,0,14,
c57bl6cage,ce,2711,2,3,11,csonly_280ms,0.797,valid,,,,,,0.007,555,0.006,510,-0.019,0,13,
c57bl6cage,ce,2711,2,4,11,csonly_280ms,0.797,valid,,,,,,0.012,1445,0.01,1400,-0.015,0,9,
c57bl6cage,ce,2711,2,5,11,csonly_280ms,0.797,valid,,,,,,0.026,1020,0.026,1020,-0.024,0,13,
c57bl6cage,ce,2711,2,6,11,csonly_280ms,0.797,valid,,,,,,-0.028,525,-0.029,510,-0.029,0,11,
c57bl6cage,ce,2711,2,7,11,csonly_280ms,0.797,valid,,,,,,-0.026,1095,-0.028,510,-0.028,0,4,
c57bl6cage,ce,2711,2,8,11,csonly_280ms,0.797,valid,,,,,,-0.012,1485,-0.014,520,-0.026,0,9,
c57bl6cage,ce,2711,2,9,11,csonly_280ms,0.797,valid,,,,,,-0.034,525,-0.026,510,-0.101,0,20,
